"date","line","customer","article_no","color","leather","group","total_output","avg_hourly_output","9_10","10_11","11_12","12_1","2_3","3_4","4_5","5_6"
"2026-04-06T18:30:00.000Z","Upper Closing Line-1","Gabor","6025","pink","Goat Suede","6025","384","12.0","24","24","24","24","24","24","24","12"
